"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EMITF","Elbit Imaging Ltd.","2.26","20771226.08","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","127.11","5434356964.02","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/eslt",
"ELTK","Eltek Ltd.","3.7499","7606867.1448","n/a","1997","Technology","Electrical Products","https://www.nasdaq.com/symbol/eltk",
"ENTX","Entera Bio Ltd.","5.6409","64466010.288","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entx",
"ENTXW","Entera Bio Ltd.","0.8","0","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entxw",
"EVGN","Evogene Ltd.","2.9401","75720208.6097","n/a","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/evgn",
"FOMX","Foamix Pharmaceuticals Ltd.","5.83","237734340.8","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/fomx",
"FRSX","Foresight Autonomous Holdings Ltd.","2.801","4073765.997","1454397","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/frsx",
"FORTY","Formula Systems (1985) Ltd.","40.38","6785737.86","168047","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/forty",
"WILC","G. Willi-Food International,  Ltd.","7.08","93745664.04","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wilc",
"GLMD","Galmed Pharmaceuticals Ltd.","12.64","264337210.56","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/glmd",
"GILT","Gilat Satellite Networks Ltd.","9.2951","509372530.3463","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/gilt",
"NTEC","Intec Pharma Ltd.","3.9","129581353.2","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntec",
"IGLD","Internet Gold Golden Lines Ltd.","2.61","73088315.46","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"ITRN","Ituran Location and Control Ltd.","34.3","805207283.3","n/a","2005","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/itrn",
"KMDA","Kamada Ltd.","5.95","239591785.65","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmda",
"KTOV","Kitov Pharma Ltd.","1.98","21342649.68","10779116","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharma Ltd.","0.7","0","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ktovw",
"KRNT","Kornit Digital Ltd.","22","754101128","n/a","2015","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/krnt",
"MAGS","Magal Security Systems Ltd.","5.42","124892257.84","n/a","1993","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/mags",
"MGIC","Magic Software Enterprises Ltd.","9","438817464","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","8.6","139366663.6","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/call",
"MZOR","Mazor Robotics Ltd.","47.64","836780354.76","17564659","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mzor",
"MDGS","Medigus Ltd.","3","1068504","356168","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.55","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","6.4","173944569.6","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MTSL","MER Telemanagement Solutions Ltd.","1.65","5146158.6","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MBOT","Microbot Medical Inc. ","6.4","1243603.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mbot",
"MNDO","MIND C.T.I. Ltd.","2.36","45565506.48","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"MOTS","Motus GI Holdings, Inc.","5.89","92345287.13","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots",
"MYSZ","My Size, Inc.","0.84","24956423.52","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"NNDM","Nano Dimension Ltd.","2.05","19482408.7","9503614","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NICE","NICE Ltd","115.96","4962297848.56","42793186","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"NVMI","Nova Measuring Instruments Ltd.","27.09","756584825.85","n/a","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/nvmi",
"OTIV","On Track Innovations Ltd","1.03","42533208.31","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/otiv",
"OBAS","Optibase Ltd.","8.7499","45624218.5744","n/a","1999","Finance","Real Estate","https://www.nasdaq.com/symbol/obas",
"ORMP","Oramed Pharmaceuticals Inc.","4.98","86465822.7","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ormp",
"ORBK","Orbotech Ltd.","61.05","2967030000","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/orbk",
"PTNR","Partner Communications Company Ltd.","4.5","24737476.5","5497217","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ptnr",
"PERI","Perion Network Ltd","3.17","27314831.22","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PSTI","Pluristem Therapeutics, Inc.","1.31","145238320.57","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/psti",
"PNTR","Pointer Telocation Ltd.","12.6","102463048.8","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"RADA","RADA Electronic Industries Ltd.","2.93","96422889.48","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","17.6","238185323.2","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RDWR","Radware Ltd.","27.14","1208976675.9","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rdwr",
"RDHL","Redhill Biopharma Ltd.","7.4","113198717.6","15297124","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdhl",
"RWLK","ReWalk Robotics Ltd","1.03","36585176.67","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rwlk",
"SFET","Safe-T Group Ltd.","10.02","5461581.36","545068","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sfet",
"SILC","Silicom Ltd","37.68","284544928.56","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
"SODA","SodaStream International Ltd.","142.59","3238289767.23","n/a","2010","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/soda",
"SEDG","SolarEdge Technologies, Inc.","42.7","1942782277.8","n/a","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/sedg",
"SLGL","Sol-Gel Technologies Ltd.","7.47","141556260.96","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl",
"SPCB","SuperCom, Ltd.","1.87","27972093.93","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"TATT","TAT Technologies Ltd.","6.5","59296256.5","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TRPX","Therapix Biosciences Ltd.","4.22","8198839.66","1942853","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",
"TISA","Top Image Systems, Ltd.","0.96","17521653.12","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",
"TSEM","Tower Semiconductor Ltd.","20.98","2079402614.68","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",
"URGN","UroGen Pharma Ltd.","43.75","693581262.5","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"VBLT","Vascular Biogenics Ltd.","1.6","57368737.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",
"WIX","Wix.com Ltd.","108.25","5075668217.5","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wix",
"XTLB","XTL Biopharmaceuticals Ltd.","1.85","5199587.8","2810588","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xtlb",
