"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GSH","Guangshen Railway Company Limited","21.47","3041670787.8","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/gsh",
"HDB","HDFC Bank Limited","98.39","89040934185.68","n/a","2001","Finance","Commercial Banks","https://www.nasdaq.com/symbol/hdb",
"HMC","Honda Motor Company, Ltd.","28.67","50467134737.87","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/hmc",
"HMI","Huami Corporation","10.04","596718524.64","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/hmi",
"HNP","Huaneng Power International, Inc.","25.2","9576241567.2","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/hnp",
"IBN","ICICI Bank Limited","9.2","29597187207.2","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ibn",
"INFY","Infosys Limited","20.71","45011129325.4","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/infy",
"JKS","JinkoSolar Holding Company Limited","12.93","505748674.8","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/jks",
"KB","KB Financial Group Inc","44.99","17826552993.26","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/kb",
"KEN","Kenon Holdings Ltd.","16.2","871993333.8","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KEP","Korea Electric Power Corporation","13.48","17307351515.92","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","14.04","6882414935.76","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"LPL","LG Display Co., Ltd.","9.71","6948780894","n/a","2004","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lpl",
"LITB","LightInTheBox Holding Co., Ltd.","1.4197","96263855.9281","n/a","2013","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/litb",
"LN","LINE Corporation","42.45","10192049730","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ln",
"LKM","Link Motion Inc.","0.9352","91637435.8536","n/a","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lkm",
"MTL","Mechel PAO","2.49","621908493.03","n/a","2004","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.79","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mtl^",
"KORS","Michael Kors Holdings Limited","73.24","10936320868.56","n/a","2011","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kors",
"MUFG","Mitsubishi UFJ Financial Group Inc","5.99","78341330391.91","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/mufg",
"MFG","Mizuho Financial Group, Inc.","3.49","44259861352.53","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","7.58","7145077481.22","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mbt",
"NTP","Nam Tai Property Inc.","9.9","372002310.9","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ntp",
"EDU","New Oriental Education & Technology Group, Inc.","72.2","11385033456.8","n/a","2006","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/edu",
"NOAH","Noah Holdings Ltd.","44.23","2538818188.18","n/a","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"NMR","Nomura Holdings Inc ADR","4.64","15776957714.56","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"IX","Orix Corp Ads","78.19","20044561570.81","n/a","n/a","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/ix",
"PTR","PetroChina Company Limited","71.86","131518874647.08","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ptr",
"FENG","Phoenix New Media Limited","5.06","368057250.22","n/a","2011","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/feng",
"PHI","PLDT Inc.","26.46","5715360000","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PKX","POSCO","68.5","21920310168","n/a","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/pkx",
"QD","Qudian Inc.","5.61","1827953732.55","n/a","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/qd",
"SOL","Renesola Ltd.","2.4","91446480","n/a","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","1.49","102505831.4","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"SSW","Seaspan Corporation","9.16","1257514698.24","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","25.27","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","25.69","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","25.65","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","25.31","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSWA","Seaspan Corporation","25.1253","0","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.42","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SMI","Semiconductor  Manufacturing International Corporation","5.64","5633261970.96","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"SHG","Shinhan Financial Group Co Ltd","38.3","18161844182.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","55.95","6055594387.5","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SKM","SK Telecom Co., Ltd.","25.78","16399136425.24","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SNE","Sony Corp Ord","55.5","70386866842.5","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"SMFG","Sumitomo Mitsui Financial Group Inc","7.77","54206638916.85","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/smfg",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","44.22","229328280720","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsm",
"TAL","TAL Education Group","27.64","15668382655.52","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tal",
"TTM","Tata Motors Ltd","18.42","12510315323.46","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/ttm",
"TM","Toyota Motor Corp Ltd Ord","120.47","175969149979.91","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tm",
"UMC","United Microelectronics Corporation","2.72","6541056000","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/umc",
"VIPS","Vipshop Holdings Limited","6.59","872357134.87","n/a","2012","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/vips",
"WIT","Wipro Limited","5.31","23904597341.79","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wit",
"WNS","WNS (Holdings) Limited","50.78","2563007768.4","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/wns",
"WF","Woori Bank","42.5","9538009035","n/a","2014","Finance","Commercial Banks","https://www.nasdaq.com/symbol/wf",
"XIN","Xinyuan Real Estate Co Ltd","4.39","284425193.82","n/a","2007","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/xin",
"YRD","Yirendai Ltd.","18.03","1093910967.36","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/yrd",
"ZTO","ZTO Express (Cayman) Inc.","17.2","13539218374.8","n/a","2016","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/zto",
